AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.98
25-29,0.00,0.00,0.00,0.00,0.00,1.26,1.12,1.12
30-34,0.00,0.00,0.00,0.00,0.00,1.26,0.00,1.05
35-39,0.00,1.67,0.00,0.00,0.00,1.87,0.00,1.73
40-44,0.00,1.10,0.00,0.00,0.00,2.56,1.49,2.34
45-49,0.00,2.08,0.00,0.00,0.00,2.24,3.28,2.27
50-54,0.00,0.99,0.00,0.00,0.00,4.74,0.00,4.15
55-59,0.00,6.17,0.00,0.00,25.00,7.94,2.00,7.58
60-64,0.00,7.07,0.00,0.00,0.00,11.35,2.56,10.53
65-OVER,0.00,9.40,0.00,0.00,33.33,13.98,2.86,13.34
TOTAL,0.00,3.82,0.00,0.00,4.00,6.42,1.17,5.87
