AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,1.0,4.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,33.0,26.0,0.0,0.0,0.0,0.0,143.0,121.0,0.0,50.0,44.0,434.0
25-29,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,120.0,119.0,0.0,60.0,41.0,369.0
30-34,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,134.0,99.0,0.0,47.0,22.0,319.0
35-39,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,135.0,107.0,0.0,42.0,19.0,320.0
40-44,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,126.0,119.0,0.0,41.0,22.0,331.0
45-49,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,158.0,144.0,0.0,39.0,29.0,395.0
50-54,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,163.0,129.0,0.0,51.0,44.0,400.0
55-59,0.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,143.0,130.0,0.0,57.0,46.0,393.0
60-64,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,145.0,151.0,0.0,32.0,35.0,370.0
65-OVER,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,386.0,314.0,0.0,99.0,75.0,890.0
TOTAL,1.0,34.0,22.0,0.0,4.0,7.0,0.0,3.0,1.0,1.0,88.0,77.0,0.0,0.0,2.0,0.0,1653.0,1433.0,0.0,518.0,377.0,4221.0
