AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.30,1.28,1.15,0.00,3.03,4.15,3.17,3.70
25-29,0.00,0.56,0.95,0.00,0.00,3.28,1.68,2.76
30-34,0.49,0.90,0.97,0.00,2.08,5.39,3.84,4.69
35-39,2.87,1.59,1.09,0.00,4.62,7.38,4.45,6.24
40-44,1.92,2.24,4.64,12.50,4.24,9.84,5.47,8.32
45-49,2.96,1.33,3.78,0.00,2.86,13.29,6.39,11.39
50-54,3.86,3.58,8.82,9.09,5.81,17.44,6.51,15.14
55-59,2.96,4.98,5.84,0.00,5.56,21.52,7.93,18.84
60-64,7.32,8.15,5.94,0.00,7.69,27.04,11.18,23.81
65-OVER,5.21,12.09,10.23,0.00,19.51,39.85,16.30,35.00
TOTAL,2.74,3.04,3.81,3.30,5.15,17.21,7.10,14.50
