AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,11.29,10.00,10.14
25-29,0.00,0.00,0.00,0.00,0.00,9.57,20.00,9.16
30-34,0.00,0.00,0.00,0.00,0.00,22.22,0.00,20.69
35-39,0.00,0.00,50.00,0.00,0.00,21.53,0.00,20.38
40-44,0.00,10.00,0.00,0.00,0.00,31.65,0.00,29.65
45-49,0.00,20.00,0.00,0.00,0.00,31.58,28.57,29.94
50-54,0.00,35.00,0.00,0.00,0.00,33.80,66.67,34.55
55-59,0.00,0.00,0.00,0.00,0.00,28.93,33.33,27.17
60-64,0.00,28.57,0.00,0.00,0.00,38.24,0.00,36.24
65-OVER,0.00,17.65,0.00,0.00,0.00,38.04,0.00,36.48
TOTAL,0.00,14.04,20.00,0.00,0.00,28.89,13.21,27.42
