AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,5.32,0.00,1.88
25-29,0.00,0.81,0.00,0.00,0.00,3.98,0.00,1.99
30-34,0.00,1.17,33.33,0.00,0.00,5.22,5.26,3.04
35-39,0.00,1.69,0.00,0.00,0.00,8.15,0.00,4.58
40-44,0.00,2.93,0.00,0.00,0.00,13.46,0.00,7.98
45-49,0.00,3.20,0.00,0.00,0.00,13.47,15.00,8.10
50-54,0.00,4.21,0.00,0.00,0.00,16.10,5.88,9.50
55-59,0.00,9.30,0.00,0.00,0.00,19.71,7.69,14.12
60-64,0.00,13.88,33.33,0.00,0.00,22.07,7.14,18.11
65-OVER,0.00,14.51,0.00,0.00,0.00,30.17,0.00,23.60
TOTAL,0.00,5.84,7.14,0.00,0.00,17.61,3.45,11.36
