AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,14.29,0.00,0.00,2.04,2.33,1.71
25-29,0.00,0.00,0.00,0.00,0.00,0.68,0.00,0.48
30-34,0.00,0.00,0.00,0.00,0.00,2.41,0.00,1.74
35-39,0.00,0.93,0.00,0.00,0.00,3.53,0.00,2.79
40-44,0.00,1.59,0.00,0.00,0.00,3.86,0.00,3.26
45-49,0.00,6.62,0.00,0.00,0.00,4.84,0.00,5.07
50-54,0.00,4.33,0.00,0.00,0.00,8.37,10.53,7.43
55-59,0.00,6.63,0.00,0.00,0.00,11.07,4.76,9.83
60-64,50.00,9.88,50.00,0.00,66.67,17.47,0.00,15.82
65-OVER,0.00,9.17,0.00,0.00,33.33,21.72,8.70,18.85
TOTAL,8.33,4.82,6.90,0.00,11.11,9.88,2.86,8.54
