AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.97,0.38,0.28,20.00,1.09,2.17,1.16,1.42
25-29,0.43,0.63,1.27,0.00,1.10,1.89,1.22,1.48
30-34,1.11,0.91,0.65,0.00,2.33,4.47,2.87,3.30
35-39,1.35,1.56,2.44,0.00,2.53,6.35,4.39,4.66
40-44,4.92,3.31,1.08,0.00,1.56,10.37,5.08,7.42
45-49,6.06,3.08,3.85,33.33,2.78,12.72,4.47,8.27
50-54,1.59,4.42,4.35,0.00,8.89,15.94,6.72,10.40
55-59,11.76,6.89,2.74,0.00,2.00,20.83,10.97,14.72
60-64,4.76,10.38,2.56,0.00,4.35,26.20,12.82,20.52
65-OVER,6.02,12.64,8.47,0.00,9.09,34.02,12.45,28.04
TOTAL,2.41,4.06,1.84,8.70,2.53,13.48,4.20,9.49
