AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.29,0.00,0.00,0.00,2.45,0.00,1.44
25-29,0.00,0.70,0.00,0.00,0.00,3.39,0.00,2.25
30-34,0.00,1.22,0.00,0.00,0.00,3.61,1.28,2.67
35-39,0.00,1.97,0.00,0.00,0.00,4.84,5.77,4.13
40-44,0.00,2.61,0.00,0.00,0.00,7.03,4.65,5.75
45-49,0.00,3.52,0.00,0.00,0.00,11.08,2.13,8.55
50-54,33.33,3.46,0.00,0.00,50.00,12.48,7.55,9.82
55-59,0.00,6.05,0.00,0.00,0.00,16.27,5.71,13.33
60-64,0.00,7.53,0.00,0.00,25.00,25.39,13.89,20.59
65-OVER,0.00,10.27,0.00,0.00,33.33,33.44,17.39,28.32
TOTAL,3.57,4.17,0.00,0.00,6.67,16.06,5.02,12.31
