AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.00,1.11,0.00,1.85,3.36,2.44,2.37
25-29,3.45,0.43,4.84,0.00,1.96,2.26,1.48,1.65
30-34,3.45,1.22,1.69,0.00,0.00,4.81,2.40,3.43
35-39,0.00,1.08,0.00,50.00,0.00,6.97,3.48,4.98
40-44,0.00,2.78,1.49,0.00,0.00,8.74,3.69,6.63
45-49,6.90,2.06,1.49,0.00,9.38,10.05,4.45,7.63
50-54,3.45,4.37,6.85,0.00,8.00,14.62,9.52,11.76
55-59,11.54,6.73,4.88,0.00,6.25,20.87,10.83,16.99
60-64,26.67,9.84,5.00,0.00,10.53,25.72,20.79,22.43
65-OVER,10.81,15.69,9.09,100.0,16.67,36.78,20.62,32.91
TOTAL,5.65,4.78,3.45,16.67,5.34,19.06,7.90,14.68
