AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.99,0.41,0.77,0.00,0.51,1.86,0.99,1.44
25-29,0.00,0.26,0.00,0.00,0.88,1.44,0.96,1.13
30-34,0.00,0.78,0.55,0.00,0.00,1.69,1.20,1.41
35-39,0.63,0.83,2.56,0.00,0.00,2.87,1.09,2.29
40-44,0.55,1.38,1.10,0.00,0.00,4.20,2.30,3.39
45-49,4.12,1.95,3.07,12.50,3.41,6.15,4.31,5.17
50-54,2.63,3.12,3.03,0.00,6.33,10.15,3.44,8.32
55-59,3.93,6.70,1.55,0.00,6.98,13.90,4.70,11.98
60-64,2.44,8.10,8.00,0.00,2.68,20.08,4.19,17.06
65-OVER,5.84,9.77,5.38,16.67,5.74,28.60,11.79,25.11
TOTAL,2.45,3.12,1.95,2.67,2.29,11.01,3.15,8.81
