AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.32,0.45,0.00,1.37,3.19,2.10,2.58
25-29,3.57,0.00,0.75,0.00,0.00,2.37,2.80,2.09
30-34,0.00,0.18,2.68,0.00,3.57,4.94,1.13,3.91
35-39,0.00,0.38,0.76,0.00,3.57,6.68,5.87,5.69
40-44,3.33,1.66,0.88,0.00,3.85,9.18,4.04,7.75
45-49,7.14,2.78,1.08,0.00,11.11,11.79,5.28,10.15
50-54,9.09,2.36,3.49,0.00,5.00,14.32,6.95,12.47
55-59,4.17,3.19,6.78,0.00,12.00,18.59,7.03,16.42
60-64,0.00,3.80,4.17,0.00,9.09,22.46,10.86,20.03
65-OVER,6.67,7.00,9.09,14.29,6.25,28.30,15.55,26.10
TOTAL,3.41,2.14,2.16,2.63,4.32,13.97,5.43,11.84
