AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.61,0.00,0.00,0.00,2.51,1.32,1.54
25-29,0.00,0.63,20.00,0.00,0.00,2.58,0.00,1.65
30-34,0.00,0.60,0.00,0.00,0.00,2.45,0.00,1.57
35-39,0.00,3.60,0.00,0.00,0.00,5.09,4.76,4.38
40-44,0.00,2.82,0.00,0.00,0.00,6.11,5.00,4.79
45-49,0.00,5.24,0.00,0.00,0.00,9.37,7.14,7.71
50-54,0.00,6.47,0.00,0.00,0.00,11.98,3.85,9.61
55-59,0.00,9.21,0.00,0.00,0.00,17.57,0.00,14.20
60-64,50.00,12.89,20.00,0.00,0.00,26.12,7.14,21.33
65-OVER,14.29,18.83,18.18,100.0,0.00,34.39,20.00,29.91
TOTAL,8.11,6.45,5.80,25.00,0.00,15.93,4.35,12.02
