AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.10,0.00,0.00,0.00,2.20,5.56,1.72
25-29,0.00,1.03,0.00,0.00,0.00,1.65,0.00,1.33
30-34,0.00,2.15,0.00,0.00,0.00,1.86,0.00,1.95
35-39,0.00,2.17,0.00,0.00,0.00,3.19,0.00,2.59
40-44,0.00,2.33,0.00,0.00,0.00,6.27,0.00,4.62
45-49,0.00,2.71,0.00,0.00,0.00,7.89,14.29,5.81
50-54,0.00,5.43,0.00,0.00,0.00,17.28,0.00,11.68
55-59,0.00,11.63,0.00,0.00,0.00,15.86,0.00,13.93
60-64,0.00,11.69,0.00,0.00,0.00,19.31,0.00,15.72
65-OVER,33.33,11.51,0.00,0.00,0.00,27.86,0.00,22.33
TOTAL,9.09,6.29,0.00,0.00,0.00,15.40,2.38,11.45
