AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.70,1.06,2.25,0.00,0.60,2.57,1.28,1.86
25-29,1.16,0.99,0.55,0.00,1.89,1.40,1.13,1.23
30-34,0.00,1.82,0.47,0.00,3.00,2.51,0.68,2.09
35-39,3.39,3.62,0.00,0.00,0.00,4.46,1.39,3.86
40-44,0.68,4.82,2.25,0.00,1.85,6.10,2.28,5.29
45-49,1.89,5.09,1.34,0.00,3.23,8.50,2.03,6.87
50-54,2.74,7.29,2.37,0.00,1.33,11.79,2.84,9.82
55-59,4.80,10.87,4.46,0.00,8.62,16.18,8.25,14.07
60-64,5.08,14.44,4.35,0.00,5.80,21.26,10.05,18.49
65-OVER,7.38,18.29,5.30,11.11,5.36,30.96,13.80,27.94
TOTAL,2.68,6.19,2.03,1.85,2.72,13.14,3.36,10.25
