AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.37,0.80,0.82,0.00,0.97,2.98,1.59,1.55
25-29,0.43,0.79,0.30,2.94,0.67,1.78,0.89,1.13
30-34,0.86,1.63,0.54,0.00,1.17,2.58,1.47,1.89
35-39,1.23,2.53,0.94,0.00,0.75,3.84,2.25,2.86
40-44,1.72,3.90,1.88,4.17,2.18,5.38,2.77,4.20
45-49,2.30,4.54,2.86,0.00,2.46,7.96,3.89,5.83
50-54,2.96,6.12,3.18,0.00,5.37,11.96,5.12,8.59
55-59,1.93,9.33,3.59,0.00,7.10,16.24,6.98,12.13
60-64,3.89,14.88,4.96,8.33,6.22,21.41,9.56,17.17
65-OVER,4.97,20.67,5.12,0.00,12.50,28.93,15.90,24.12
TOTAL,1.85,6.45,1.77,1.37,3.23,11.99,4.39,8.25
