AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.42,0.00,20.00,0.00,1.87,0.54,0.96
25-29,0.00,0.64,0.47,0.00,0.00,1.57,0.74,1.03
30-34,0.00,1.29,1.19,0.00,0.97,3.00,1.06,1.91
35-39,1.49,1.96,1.12,0.00,0.98,4.06,2.00,2.70
40-44,6.58,2.56,0.48,0.00,2.11,5.54,2.73,3.70
45-49,1.96,2.89,1.56,0.00,3.06,7.95,3.07,5.06
50-54,1.52,3.51,5.48,0.00,1.16,12.02,4.57,7.84
55-59,0.00,4.89,5.10,0.00,2.94,15.37,3.50,10.81
60-64,5.77,6.44,4.92,0.00,4.88,21.50,6.36,15.98
65-OVER,1.54,8.01,0.00,0.00,9.47,30.25,10.84,24.43
TOTAL,1.94,2.82,1.47,3.70,2.17,13.44,3.05,7.98
