AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,2.17,0.00,0.00,0.00,1.38,1.57,1.30
25-29,0.00,1.85,0.00,0.00,0.00,2.18,1.08,1.98
30-34,4.17,0.00,0.00,0.00,0.00,1.78,2.08,1.74
35-39,0.00,2.78,0.00,0.00,0.00,4.42,1.43,4.09
40-44,4.55,5.56,2.38,0.00,0.00,7.09,2.44,6.65
45-49,0.00,2.78,0.00,0.00,0.00,8.62,1.18,7.81
50-54,0.00,5.56,0.00,0.00,33.33,11.20,7.04,10.80
55-59,0.00,4.44,0.00,0.00,20.00,14.07,10.29,13.49
60-64,0.00,2.78,12.50,0.00,14.29,22.02,13.70,21.07
65-OVER,5.13,9.72,4.76,0.00,33.33,27.95,24.78,27.44
TOTAL,1.77,4.27,0.72,0.00,7.41,14.29,6.72,13.38
