AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.49,0.12,5.26,0.29,2.26,0.78,0.60
25-29,0.27,0.50,0.00,0.00,0.40,1.67,0.40,0.57
30-34,0.28,0.74,0.00,14.29,0.80,2.42,0.44,0.84
35-39,1.09,1.48,0.68,0.00,0.55,3.65,1.30,1.59
40-44,0.00,2.54,1.35,0.00,1.28,5.26,1.87,2.60
45-49,0.65,3.18,1.17,0.00,1.31,8.49,1.37,3.43
50-54,0.82,3.80,1.75,16.67,2.82,11.27,2.71,4.62
55-59,2.14,6.11,0.47,0.00,3.09,14.73,3.27,7.26
60-64,1.39,8.08,6.11,0.00,6.35,20.19,4.47,10.53
65-OVER,2.36,10.26,5.19,0.00,9.63,26.25,7.69,16.71
TOTAL,0.95,3.14,1.07,4.23,2.25,15.30,2.01,4.71
