AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.64,0.00,0.00,0.00,1.38,0.00,0.81
25-29,0.00,0.74,0.00,0.00,0.00,1.35,0.00,0.90
30-34,0.00,1.31,0.00,0.00,0.00,1.13,3.70,1.32
35-39,0.00,1.71,0.00,0.00,0.00,2.36,0.00,1.85
40-44,0.00,1.05,0.00,0.00,0.00,5.41,0.00,2.65
45-49,0.00,1.48,0.00,0.00,0.00,5.77,5.56,3.28
50-54,0.00,5.34,0.00,0.00,0.00,6.13,2.86,5.53
55-59,0.00,7.03,0.00,0.00,0.00,11.21,0.00,8.68
60-64,0.00,8.49,0.00,0.00,0.00,14.78,0.00,10.86
65-OVER,0.00,12.50,0.00,0.00,0.00,21.34,10.00,17.27
TOTAL,0.00,4.85,0.00,0.00,0.00,10.90,2.33,7.25
