RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,14.29,12.68,0.00,13.55
OTHER,16.67,0.00,0.00,10.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,33.33,0.00,14.29
WHITE,15.96,14.97,0.00,15.43
BLACK,5.26,0.00,0.00,2.17
TOTAL,15.79,14.82,0.00,15.28
