AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.30,0.00,1.72,3.50,2.04,2.41
25-29,0.00,1.16,0.92,0.00,2.63,2.96,2.18,2.41
30-34,0.00,1.83,0.74,0.00,0.00,4.50,3.04,3.51
35-39,3.33,0.62,0.52,0.00,0.00,6.90,2.81,5.31
40-44,8.57,3.23,1.55,0.00,7.41,8.68,1.81,7.09
45-49,8.82,3.77,0.26,0.00,0.00,10.09,3.89,8.28
50-54,3.33,3.51,1.85,0.00,0.00,13.67,4.36,11.66
55-59,5.88,8.16,0.96,0.00,0.00,18.29,7.05,16.05
60-64,10.53,19.64,0.68,0.00,0.00,21.53,10.29,19.85
65-OVER,4.44,15.64,0.99,0.00,0.00,27.92,13.02,26.11
TOTAL,3.99,6.16,0.76,0.00,1.40,14.65,4.19,11.86
