AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.70,0.00,0.00,0.00,2.49,1.82,1.38
25-29,0.00,1.06,0.00,0.00,0.00,4.19,2.38,2.45
30-34,0.00,2.10,14.29,0.00,0.00,6.09,0.00,3.96
35-39,25.00,1.83,0.00,0.00,0.00,8.75,0.00,4.93
40-44,25.00,2.44,0.00,0.00,33.33,10.49,12.12,7.20
45-49,0.00,5.62,0.00,0.00,0.00,9.24,5.00,7.15
50-54,0.00,3.72,33.33,0.00,50.00,17.23,16.33,12.40
55-59,25.00,6.61,0.00,0.00,0.00,22.48,7.81,16.37
60-64,0.00,10.54,0.00,0.00,0.00,30.87,30.65,25.21
65-OVER,25.00,13.29,0.00,0.00,0.00,40.77,34.43,36.14
TOTAL,12.50,5.24,4.17,0.00,7.14,26.75,16.94,19.00
