AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,1.92,1.25,1.78
25-29,0.00,0.00,0.00,0.00,0.00,1.71,0.00,1.55
30-34,0.00,0.00,0.00,0.00,0.00,2.94,0.00,2.68
35-39,0.00,0.00,0.00,0.00,0.00,5.16,0.00,4.79
40-44,0.00,0.00,0.00,0.00,0.00,7.09,3.33,6.74
45-49,0.00,0.00,0.00,0.00,0.00,6.93,0.00,6.53
50-54,0.00,6.67,0.00,0.00,0.00,8.17,0.00,7.81
55-59,0.00,3.57,0.00,0.00,0.00,11.38,8.70,11.00
60-64,0.00,6.90,0.00,0.00,0.00,17.02,5.56,16.38
65-OVER,50.00,14.75,0.00,0.00,0.00,21.98,3.33,21.40
TOTAL,16.67,4.59,0.00,0.00,0.00,10.21,1.82,9.70
