AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.51,0.00,0.00,0.00,4.80,0.78,3.27
25-29,0.00,0.61,0.00,0.00,0.00,3.16,0.97,2.30
30-34,0.00,1.05,0.00,0.00,10.00,3.30,4.55,2.89
35-39,0.00,0.78,14.29,0.00,0.00,7.62,1.30,5.67
40-44,0.00,1.48,0.00,0.00,0.00,6.67,2.20,5.10
45-49,0.00,0.32,0.00,0.00,0.00,9.73,2.50,7.35
50-54,0.00,3.31,0.00,0.00,0.00,14.42,10.13,11.77
55-59,0.00,4.00,0.00,0.00,12.50,17.56,6.67,14.19
60-64,12.50,3.13,0.00,0.00,0.00,25.39,9.09,19.64
65-OVER,0.00,12.55,0.00,0.00,0.00,33.15,22.52,28.56
TOTAL,1.43,3.83,1.28,0.00,2.27,16.19,6.11,12.79
