AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,6.67,0.00,0.00,2.56,3.53,2.33
25-29,0.00,0.00,0.00,0.00,0.00,2.33,0.00,1.74
30-34,0.00,2.68,0.00,0.00,0.00,3.66,1.85,3.27
35-39,25.00,1.02,50.00,0.00,0.00,6.16,0.00,5.21
40-44,0.00,0.91,0.00,0.00,0.00,6.07,0.00,4.87
45-49,0.00,1.67,0.00,0.00,0.00,10.05,5.56,8.48
50-54,0.00,1.42,0.00,100.0,0.00,12.87,5.41,10.69
55-59,25.00,3.97,0.00,0.00,0.00,16.09,5.00,13.79
60-64,0.00,10.00,33.33,0.00,0.00,22.75,0.00,20.17
65-OVER,50.00,8.33,0.00,0.00,0.00,35.54,24.32,31.42
TOTAL,15.00,3.58,5.45,33.33,0.00,15.71,4.12,13.16
