AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,4.30,0.00,2.60
25-29,0.00,0.00,0.00,0.00,0.00,1.75,0.00,1.03
30-34,0.00,1.57,0.00,0.00,0.00,4.66,0.00,3.42
35-39,0.00,0.00,0.00,0.00,0.00,4.13,14.29,3.07
40-44,0.00,0.00,0.00,0.00,0.00,4.23,0.00,3.02
45-49,0.00,0.92,0.00,0.00,0.00,8.89,0.00,6.58
50-54,0.00,2.45,0.00,0.00,0.00,9.85,14.29,7.40
55-59,0.00,3.01,0.00,0.00,0.00,12.50,14.29,9.43
60-64,0.00,7.59,0.00,0.00,0.00,19.53,0.00,15.69
65-OVER,50.00,5.36,0.00,0.00,33.33,22.34,13.64,18.83
TOTAL,4.76,2.56,0.00,0.00,6.25,12.57,6.00,9.54
