AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,26.0,50.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,184.0,168.0,0.0,68.0,70.0,582.0
25-29,0.0,23.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,173.0,140.0,0.0,82.0,42.0,493.0
30-34,0.0,23.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,137.0,130.0,0.0,58.0,36.0,409.0
35-39,0.0,23.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,153.0,104.0,0.0,61.0,34.0,403.0
40-44,0.0,23.0,24.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,168.0,142.0,0.0,69.0,40.0,474.0
45-49,0.0,24.0,27.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,194.0,175.0,0.0,70.0,46.0,543.0
50-54,0.0,21.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,224.0,204.0,0.0,81.0,57.0,621.0
55-59,0.0,27.0,28.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,206.0,192.0,0.0,74.0,69.0,601.0
60-64,0.0,11.0,18.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,180.0,149.0,0.0,53.0,49.0,469.0
65-OVER,0.0,35.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,489.0,431.0,0.0,116.0,96.0,1210.0
TOTAL,0.0,236.0,293.0,0.0,18.0,8.0,0.0,2.0,2.0,0.0,11.0,4.0,0.0,5.0,12.0,0.0,2108.0,1835.0,0.0,732.0,539.0,5805.0
