AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.49,0.57,0.00,0.00,2.98,2.61,2.00
25-29,0.00,0.64,0.00,0.00,0.00,3.71,1.08,2.43
30-34,0.00,1.05,0.00,0.00,0.00,6.82,0.00,4.41
35-39,8.33,2.02,0.00,0.00,0.00,7.08,2.78,5.34
40-44,0.00,2.82,0.00,0.00,40.00,9.17,2.60,7.17
45-49,0.00,4.18,0.00,0.00,27.27,12.03,4.84,9.57
50-54,0.00,5.70,3.70,0.00,9.09,15.64,10.61,12.84
55-59,0.00,6.55,0.00,0.00,0.00,18.11,1.75,14.38
60-64,0.00,9.93,0.00,0.00,0.00,23.60,6.38,19.66
65-OVER,14.29,13.86,3.70,0.00,23.53,27.51,5.93,24.88
TOTAL,2.60,4.80,0.58,0.00,9.17,15.81,3.67,12.26
