AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.67,0.00,0.00,0.00,2.26,0.00,1.79
25-29,0.00,0.51,0.00,0.00,0.00,3.42,0.00,1.67
30-34,0.00,1.60,6.67,0.00,0.00,4.47,0.00,2.92
35-39,0.00,3.59,0.00,0.00,0.00,3.90,3.85,3.70
40-44,0.00,3.21,12.50,0.00,0.00,4.56,3.45,3.94
45-49,0.00,7.04,0.00,0.00,0.00,7.72,4.55,7.23
50-54,0.00,7.95,0.00,0.00,0.00,9.55,7.14,8.70
55-59,0.00,12.70,0.00,100.0,33.33,13.65,6.45,13.09
60-64,0.00,16.96,0.00,0.00,0.00,19.22,4.17,17.74
65-OVER,0.00,15.96,0.00,0.00,0.00,22.79,11.36,20.27
TOTAL,0.00,7.40,2.25,50.00,5.26,12.07,4.06,9.66
