AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.79,0.00,0.00,0.00,4.48,0.00,2.47
25-29,0.00,2.50,0.00,0.00,0.00,3.08,0.00,2.58
30-34,0.00,3.57,0.00,0.00,0.00,6.67,0.00,4.50
35-39,25.00,2.40,0.00,0.00,0.00,2.60,0.00,2.86
40-44,0.00,4.20,0.00,0.00,0.00,1.01,0.00,2.75
45-49,0.00,11.19,0.00,0.00,0.00,5.32,0.00,8.75
50-54,0.00,8.88,0.00,0.00,0.00,12.04,0.00,9.86
55-59,0.00,10.34,0.00,0.00,0.00,15.53,0.00,12.01
60-64,0.00,16.77,0.00,0.00,0.00,15.83,0.00,16.37
65-OVER,0.00,17.56,0.00,0.00,0.00,24.37,14.29,20.85
TOTAL,7.14,9.10,0.00,0.00,0.00,13.13,2.63,10.53
