AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.08,1.03,0.00,0.00,1.71,0.66,0.93
25-29,0.00,0.31,0.00,0.00,1.56,1.50,0.79,1.08
30-34,0.00,0.53,0.00,0.00,0.00,2.99,2.03,2.17
35-39,0.00,0.66,0.00,0.00,0.00,4.88,1.27,3.36
40-44,0.00,1.74,0.00,0.00,9.09,5.67,0.52,4.40
45-49,5.56,1.61,0.00,0.00,7.14,7.82,4.52,5.99
50-54,0.00,1.46,0.00,0.00,20.00,12.49,4.49,9.23
55-59,0.00,3.01,8.33,0.00,0.00,16.49,4.51,12.56
60-64,0.00,3.08,0.00,0.00,0.00,21.27,7.44,16.26
65-OVER,0.00,6.31,0.00,0.00,9.09,30.42,7.58,25.11
TOTAL,0.50,1.55,0.70,0.00,2.62,11.83,2.50,8.27
