AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.24,0.00,0.00,0.00,3.22,2.82,2.10
25-29,3.70,1.55,0.00,0.00,5.36,2.67,1.01,2.09
30-34,6.25,1.74,0.00,0.00,0.00,4.00,0.73,2.78
35-39,0.00,2.51,3.41,0.00,5.71,7.47,1.88,4.66
40-44,2.56,3.79,3.06,0.00,3.85,9.86,1.15,6.36
45-49,0.00,3.75,4.94,0.00,0.00,13.93,1.98,8.46
50-54,4.00,5.19,0.00,20.00,13.79,15.39,2.73,10.40
55-59,8.70,8.63,3.51,40.00,0.00,19.41,4.06,14.46
60-64,7.69,12.14,5.13,0.00,0.00,27.11,7.19,20.53
65-OVER,9.09,16.40,5.71,0.00,8.00,36.64,10.59,30.02
TOTAL,3.53,5.24,2.36,7.69,3.36,17.05,3.26,11.07
