AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.12,0.40,0.00,0.00,1.89,1.37,1.42
25-29,2.44,0.09,0.00,0.00,0.00,1.74,1.73,1.44
30-34,0.00,0.60,0.00,0.00,1.25,2.52,1.92,2.09
35-39,1.59,0.85,2.68,0.00,1.01,3.54,2.19,2.86
40-44,3.39,2.04,2.74,0.00,2.15,5.02,3.88,4.29
45-49,4.35,1.91,1.42,0.00,7.50,7.97,3.94,6.44
50-54,0.00,2.90,2.44,0.00,9.52,11.28,5.56,9.37
55-59,5.71,2.97,3.75,0.00,10.29,14.11,7.30,12.00
60-64,4.55,4.09,8.47,0.00,13.79,18.65,14.92,16.42
65-OVER,3.45,6.73,4.00,0.00,15.79,26.86,16.58,24.11
TOTAL,2.43,1.96,1.99,0.00,4.53,9.99,4.75,8.08
