AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.64,0.00,0.00,0.00,2.30,0.83,1.61
25-29,0.00,0.51,0.00,0.00,0.00,1.25,0.00,0.91
30-34,0.00,0.60,0.00,0.00,0.00,3.64,0.00,2.43
35-39,0.00,1.42,0.00,0.00,20.00,4.51,0.00,3.39
40-44,0.00,1.85,0.00,0.00,0.00,7.20,1.52,5.34
45-49,0.00,3.70,0.00,0.00,33.33,8.20,1.61,6.48
50-54,0.00,4.50,0.00,0.00,14.29,11.50,1.85,9.03
55-59,0.00,6.70,0.00,0.00,33.33,13.98,3.85,11.50
60-64,0.00,8.65,0.00,0.00,0.00,20.17,2.86,16.53
65-OVER,0.00,9.14,0.00,0.00,0.00,27.58,6.35,23.46
TOTAL,0.00,4.20,0.00,0.00,8.77,13.79,1.58,10.52
