AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,2.58,0.00,2.31
25-29,0.00,0.00,0.00,0.00,0.00,3.29,0.00,3.18
30-34,0.00,0.00,0.00,0.00,0.00,1.97,0.00,1.92
35-39,0.00,0.00,0.00,0.00,0.00,5.05,0.00,4.83
40-44,0.00,0.00,0.00,0.00,0.00,8.57,25.00,8.87
45-49,0.00,0.00,0.00,0.00,0.00,11.81,0.00,11.51
50-54,0.00,0.00,0.00,0.00,0.00,8.57,25.00,8.62
55-59,0.00,100.0,0.00,0.00,0.00,11.48,0.00,11.40
60-64,0.00,0.00,0.00,0.00,0.00,15.04,25.00,15.25
65-OVER,50.00,0.00,0.00,0.00,33.33,25.83,28.57,25.86
TOTAL,14.29,2.17,0.00,0.00,10.00,15.43,13.55,15.28
