COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,1100.0,940.0,824.0,792.0,880.0,882.0,938.0,1019.0,971.0,2457.0,10803.0
ATKINSON,425.0,401.0,322.0,349.0,335.0,388.0,406.0,407.0,370.0,969.0,4372.0
BACON,567.0,479.0,457.0,489.0,539.0,516.0,478.0,502.0,547.0,1370.0,5944.0
BAKER,169.0,159.0,136.0,153.0,144.0,164.0,219.0,210.0,211.0,539.0,2104.0
BALDWIN,2517.0,2461.0,2000.0,1837.0,1685.0,1854.0,2202.0,2242.0,2030.0,5208.0,24036.0
BANKS,833.0,798.0,667.0,785.0,882.0,916.0,987.0,874.0,864.0,2220.0,9826.0
BARROW,3908.0,4051.0,4315.0,4313.0,4130.0,4061.0,3934.0,3643.0,3024.0,7058.0,42437.0
BARTOW,5888.0,5822.0,5225.0,5075.0,5373.0,6229.0,6226.0,5697.0,4779.0,11135.0,61449.0
BEN HILL,836.0,881.0,774.0,682.0,647.0,732.0,778.0,850.0,878.0,2157.0,9215.0
BERRIEN,913.0,928.0,848.0,801.0,868.0,875.0,979.0,951.0,817.0,2394.0,10374.0
BIBB,9391.0,10013.0,8460.0,7745.0,7342.0,7341.0,8264.0,8706.0,7869.0,19981.0,95112.0
BLECKLEY,638.0,579.0,484.0,517.0,504.0,558.0,697.0,628.0,531.0,1671.0,6807.0
BRANTLEY,851.0,818.0,737.0,776.0,812.0,916.0,984.0,902.0,832.0,2100.0,9728.0
BROOKS,821.0,932.0,806.0,659.0,689.0,756.0,889.0,985.0,872.0,2476.0,9885.0
BRYAN,2510.0,2080.0,2123.0,2320.0,2556.0,2574.0,2492.0,2160.0,1764.0,3437.0,24016.0
BULLOCH,5709.0,5999.0,3940.0,3104.0,2893.0,2906.0,3124.0,2986.0,2737.0,6695.0,40093.0
BURKE,1331.0,1389.0,1198.0,1163.0,1080.0,1235.0,1409.0,1426.0,1360.0,2828.0,14419.0
BUTTS,1274.0,1230.0,1135.0,1059.0,1132.0,1226.0,1380.0,1293.0,1216.0,2881.0,13826.0
CALHOUN,199.0,250.0,215.0,230.0,230.0,250.0,277.0,287.0,311.0,715.0,2964.0
CAMDEN,3079.0,3591.0,3186.0,2635.0,2527.0,2970.0,3315.0,3093.0,2468.0,6028.0,32892.0
CANDLER,475.0,507.0,397.0,363.0,448.0,462.0,482.0,483.0,515.0,1353.0,5485.0
CARROLL,6813.0,7191.0,6144.0,5598.0,5792.0,6176.0,6139.0,5780.0,4892.0,12374.0,66899.0
CATOOSA,3909.0,3604.0,3385.0,3603.0,3796.0,3978.0,3953.0,3473.0,3278.0,9090.0,42069.0
CHARLTON,547.0,590.0,436.0,411.0,449.0,546.0,616.0,624.0,498.0,1291.0,6008.0
CHATHAM,16994.0,21377.0,19386.0,16355.0,13845.0,14003.0,14917.0,14967.0,13722.0,35130.0,180696.0
CHATTAHOOCHEE,482.0,584.0,583.0,454.0,421.0,347.0,286.0,238.0,185.0,391.0,3971.0
CHATTOOGA,1174.0,1123.0,988.0,985.0,1074.0,1146.0,1217.0,1278.0,1125.0,3142.0,13252.0
CHEROKEE,14348.0,12415.0,12259.0,13677.0,15576.0,16858.0,16044.0,14250.0,11867.0,27338.0,154632.0
CLARKE,9270.0,11427.0,9141.0,6951.0,5186.0,4445.0,4392.0,4364.0,4330.0,11022.0,70528.0
CLAY,130.0,150.0,138.0,134.0,105.0,112.0,136.0,174.0,183.0,587.0,1849.0
CLAYTON,17458.0,18603.0,15976.0,15013.0,15316.0,15664.0,15462.0,13951.0,11162.0,19846.0,158451.0
CLINCH,347.0,389.0,350.0,302.0,329.0,326.0,396.0,391.0,369.0,874.0,4073.0
COBB,46051.0,46991.0,44505.0,44287.0,45432.0,48268.0,47740.0,43399.0,35940.0,75317.0,477930.0
COFFEE,2154.0,2290.0,1948.0,1901.0,1903.0,1957.0,2070.0,2062.0,1839.0,4424.0,22548.0
COLQUITT,1995.0,2130.0,1930.0,1809.0,1727.0,1811.0,2051.0,1905.0,1911.0,5257.0,22526.0
COLUMBIA,8867.0,8708.0,8869.0,8606.0,8767.0,9223.0,9446.0,8772.0,7738.0,16262.0,95258.0
COOK,911.0,827.0,745.0,714.0,755.0,843.0,823.0,838.0,724.0,2046.0,9226.0
COWETA,7900.0,7730.0,7426.0,7967.0,8567.0,9602.0,9210.0,8364.0,6703.0,15754.0,89223.0
CRAWFORD,585.0,643.0,535.0,493.0,582.0,657.0,814.0,817.0,696.0,1693.0,7515.0
CRISP,1147.0,1211.0,1052.0,981.0,943.0,987.0,1017.0,1107.0,1091.0,2731.0,12267.0
DADE,982.0,988.0,876.0,801.0,782.0,824.0,942.0,996.0,916.0,2444.0,10551.0
DAWSON,1246.0,1176.0,1073.0,973.0,1193.0,1365.0,1558.0,1511.0,1460.0,3993.0,15548.0
DECATUR,1598.0,1685.0,1302.0,1258.0,1252.0,1317.0,1534.0,1493.0,1439.0,3606.0,16484.0
DEKALB,42482.0,54123.0,54224.0,49910.0,45468.0,45616.0,44494.0,40459.0,35196.0,75675.0,487647.0
DODGE,824.0,953.0,828.0,827.0,857.0,1014.0,1008.0,996.0,964.0,2590.0,10861.0
DOOLY,533.0,535.0,472.0,477.0,426.0,482.0,550.0,596.0,555.0,1469.0,6095.0
DOUGHERTY,6872.0,7034.0,5331.0,4660.0,4325.0,4332.0,4719.0,4912.0,4676.0,12023.0,58884.0
DOUGLAS,8756.0,7861.0,7121.0,7879.0,8880.0,9559.0,9051.0,7748.0,6232.0,13136.0,86223.0
EARLY,661.0,743.0,580.0,595.0,567.0,610.0,692.0,646.0,632.0,1773.0,7499.0
ECHOLS,165.0,162.0,178.0,147.0,172.0,132.0,178.0,168.0,143.0,386.0,1831.0
