COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
CRAWFORD,13.50,14.46,17.20,22.52,25.60,26.94,36.12,39.66,46.98,45.72,32.20
CRISP,10.81,9.74,12.93,16.41,20.15,27.05,30.97,32.34,40.70,44.05,27.03
DADE,17.11,12.65,19.18,25.34,26.09,29.98,31.42,43.57,46.83,41.45,31.15
DAWSON,18.94,19.90,26.56,30.32,32.36,37.88,41.72,47.39,52.95,58.70,41.39
DECATUR,11.01,12.34,17.74,20.11,27.08,29.54,34.22,37.51,42.04,43.59,29.47
DEKALB,15.76,17.63,21.73,26.06,29.81,34.35,38.67,43.16,49.14,50.25,32.86
DODGE,12.01,12.59,21.98,26.24,25.32,30.28,34.23,34.64,45.33,44.98,31.62
DOOLY,12.95,15.51,20.13,23.48,24.41,30.08,28.18,36.07,43.96,45.06,30.91
DOUGHERTY,10.94,9.82,16.84,22.40,26.29,28.83,35.47,39.96,45.19,45.66,28.89
DOUGLAS,14.90,13.00,18.68,24.39,29.66,33.75,37.90,41.93,46.85,51.28,32.21
EARLY,8.62,10.09,16.03,20.67,27.69,26.39,30.78,33.90,44.46,41.57,28.22
ECHOLS,19.39,20.37,24.72,25.85,26.74,27.27,40.45,33.93,34.97,33.42,29.33
EFFINGHAM,15.11,14.11,20.66,23.75,26.83,31.76,35.69,39.87,46.44,49.17,31.28
ELBERT,14.32,12.46,18.89,24.63,30.02,32.94,37.07,42.00,47.73,50.16,34.89
EMANUEL,12.85,15.01,19.45,23.86,27.88,29.74,36.20,40.35,44.75,46.47,32.17
EVANS,12.04,11.97,22.49,22.93,26.40,27.23,35.34,40.69,39.91,47.26,31.70
FANNIN,20.29,13.54,21.71,24.77,29.40,32.86,39.40,43.74,48.30,50.35,38.85
FAYETTE,17.57,16.58,23.25,31.35,35.66,40.30,46.22,51.44,57.67,60.17,41.73
FLOYD,16.70,14.32,20.68,25.38,28.86,32.56,36.35,42.22,48.67,47.95,33.95
FORSYTH,19.38,19.79,27.54,29.14,32.67,37.20,43.19,46.38,50.43,55.80,37.99
FRANKLIN,20.63,19.36,27.82,30.07,37.92,39.27,44.04,42.98,51.10,52.49,39.91
FULTON,14.69,16.51,19.73,23.39,26.75,30.49,34.24,38.17,43.45,46.77,29.52
GILMER,17.50,15.82,24.38,28.31,31.08,36.95,39.12,43.00,50.68,51.61,39.61
GLASCOCK,25.50,19.86,33.61,32.21,43.40,37.23,46.24,45.70,50.99,53.48,41.26
GLYNN,10.66,10.21,15.22,20.21,22.49,25.59,29.46,35.83,43.63,49.79,30.66
GORDON,15.63,14.50,21.78,26.91,31.83,34.96,39.80,42.05,48.02,48.71,34.04
GRADY,12.20,12.92,19.85,20.93,23.14,26.78,32.68,34.60,41.75,42.97,29.61
GREENE,13.40,15.18,21.88,25.96,29.68,36.02,36.93,44.65,51.42,59.10,42.04
GWINNETT,16.66,15.11,19.72,23.95,27.94,33.12,38.88,42.92,46.57,48.93,31.87
HABERSHAM,20.45,16.29,22.68,26.96,33.75,38.07,42.47,46.14,50.84,53.25,39.22
HALL,19.98,17.35,23.04,27.18,32.74,37.48,42.02,44.73,51.82,54.33,37.67
HANCOCK,10.42,14.08,13.39,18.93,17.36,25.12,30.43,32.50,38.96,44.49,29.08
HARALSON,21.58,18.46,26.92,30.23,35.17,39.73,41.42,45.55,50.97,53.87,38.70
HARRIS,18.42,14.51,21.37,26.81,33.38,37.00,42.93,44.13,51.75,52.48,37.90
HART,15.31,15.58,19.79,23.31,26.67,33.65,34.69,42.39,46.25,49.45,35.59
HEARD,18.84,13.04,20.96,24.30,30.15,33.33,35.95,46.33,49.56,50.74,35.10
HENRY,15.27,13.69,20.29,26.53,32.57,36.12,41.09,44.16,49.16,52.16,33.91
HOUSTON,13.11,11.66,15.77,20.86,23.52,29.57,35.43,39.93,43.96,47.83,29.39
IRWIN,19.21,19.62,21.56,29.38,30.15,37.07,44.37,43.12,46.01,49.54,36.76
JACKSON,19.84,19.01,27.22,33.82,34.52,41.56,43.30,48.65,54.41,57.16,40.20
JASPER,15.74,16.62,23.19,27.30,32.34,36.30,43.77,44.37,49.61,53.49,37.65
JEFF DAVIS,16.69,16.53,24.76,26.84,29.81,36.54,36.44,45.08,49.39,49.94,35.48
JEFFERSON,14.96,14.97,19.55,26.47,27.01,36.23,37.64,41.48,49.10,47.44,34.50
JENKINS,11.11,12.61,16.71,19.36,22.44,26.61,28.11,32.78,40.70,41.10,27.82
JOHNSON,19.23,16.63,23.10,26.70,32.43,33.25,34.94,40.23,43.56,41.80,33.40
JONES,16.03,15.30,23.07,29.57,33.14,39.62,42.72,47.31,51.96,56.64,38.53
LAMAR,16.10,17.07,23.52,26.98,35.05,37.83,37.45,44.83,49.95,51.81,36.78
LANIER,12.58,9.98,14.68,20.62,22.08,23.91,26.64,32.28,32.91,39.30,24.73
LAURENS,14.67,16.89,22.77,26.52,32.96,36.34,40.79,42.92,49.06,52.74,36.92
LEE,15.27,16.28,22.38,27.52,32.16,36.37,42.21,46.28,50.83,50.49,35.03
LIBERTY,6.45,5.65,7.89,10.88,15.44,19.89,29.19,32.67,38.28,41.89,19.88
LINCOLN,21.89,22.47,20.51,29.03,28.97,35.27,44.22,44.83,51.23,55.55,40.07
LONG,8.27,9.22,10.28,12.79,18.80,23.25,27.96,29.28,34.47,36.38,20.60
LOWNDES,16.69,12.19,17.44,21.69,25.78,30.09,32.66,36.18,42.80,44.31,28.29
LUMPKIN,25.61,16.88,24.14,28.31,33.10,39.64,43.34,48.71,53.41,55.82,40.26
MCDUFFIE,13.64,14.46,16.67,23.46,27.89,29.90,35.94,40.04,45.97,51.75,32.91
MCINTOSH,13.66,13.27,16.26,18.17,22.96,31.10,31.95,38.40,47.31,52.29,34.02
MACON,10.11,9.51,13.42,16.30,23.75,23.14,31.79,34.49,40.53,39.82,27.01
MADISON,19.65,18.41,27.89,34.69,37.28,42.66,43.70,47.75,53.05,53.67,39.96
MARION,13.65,16.63,20.65,27.30,23.58,28.50,33.20,33.46,41.87,41.78,30.11
MERIWETHER,13.77,13.63,17.82,22.30,27.69,33.88,37.59,40.02,46.09,46.58,33.26
MILLER,13.19,8.66,18.85,17.74,24.74,24.77,34.25,37.64,37.58,39.02,28.24
MITCHELL,12.02,11.28,18.12,22.67,24.39,31.55,35.35,37.48,45.38,42.83,30.12
MONROE,19.96,16.40,22.73,33.36,35.32,38.19,43.96,47.28,54.37,55.39,40.14
MONTGOMERY,16.07,13.82,24.03,27.94,30.96,36.85,35.43,40.67,50.00,49.11,35.31
MORGAN,21.07,21.77,28.70,30.52,40.34,41.17,44.62,48.71,57.25,60.18,43.48
MURRAY,16.86,16.87,22.17,26.52,28.70,33.07,35.89,41.09,43.63,42.36,31.93
MUSCOGEE,10.98,10.62,13.03,15.62,20.49,25.19,31.26,35.39,41.70,45.55,25.79
NEWTON,14.27,13.99,20.77,25.54,30.22,34.08,38.18,42.28,47.06,52.05,33.00
OCONEE,28.23,19.79,30.93,39.30,40.03,44.91,48.73,54.57,56.26,59.05,44.14
OGLETHORPE,22.36,22.62,27.45,32.05,35.61,44.34,43.06,51.72,55.27,56.75,42.43
PAULDING,17.12,16.49,23.72,26.97,31.08,35.53,39.19,42.48,46.10,49.78,33.23
PEACH,8.86,8.47,15.85,19.81,26.29,31.09,35.11,40.86,45.34,47.79,29.33
PICKENS,20.45,18.19,21.05,28.03,32.84,35.85,41.76,45.70,50.63,54.56,39.88
PIERCE,17.98,15.35,22.81,24.15,29.22,34.11,36.86,39.76,43.68,49.42,34.30
PIKE,21.91,16.86,27.17,34.33,42.45,43.72,49.23,50.09,58.33,59.44,42.96
POLK,15.71,14.39,19.93,23.51,27.44,34.09,39.82,41.87,48.38,50.17,34.40
PULASKI,10.98,11.34,13.66,20.00,21.56,26.18,32.08,32.05,34.19,31.67,25.41
PUTNAM,14.61,14.19,20.13,22.84,29.16,32.78,32.87,44.12,50.15,56.97,38.60
QUITMAN,9.82,11.43,16.13,21.35,17.98,33.04,31.34,37.32,35.86,50.78,33.75
RABUN,18.48,15.76,20.79,30.05,31.87,33.60,39.32,41.01,47.83,57.56,40.99
RANDOLPH,12.95,16.16,22.88,21.02,30.80,31.71,33.58,36.32,45.01,45.12,32.83
RICHMOND,12.12,12.39,15.60,17.93,23.06,25.88,30.78,36.34,42.69,46.55,27.40
ROCKDALE,13.58,12.58,17.51,23.90,29.17,33.33,40.35,44.64,49.38,50.56,33.31
SCHLEY,24.11,14.62,25.74,32.09,30.83,39.39,36.51,44.00,47.13,47.80,35.92
SCREVEN,14.19,11.20,15.97,18.98,26.26,27.36,30.67,36.45,43.38,45.01,29.77
SEMINOLE,13.90,15.73,17.41,25.33,32.21,31.06,37.55,40.42,45.95,43.61,33.40
SPALDING,15.00,13.31,18.35,23.29,28.63,34.35,36.17,42.91,50.02,52.55,34.32
STEPHENS,16.46,11.34,18.65,23.03,25.83,29.98,32.31,37.87,43.86,44.11,31.47
STEWART,11.81,15.07,19.56,19.82,20.20,26.50,33.66,33.57,44.85,40.24,29.77
SUMTER,11.49,10.44,17.79,22.56,25.65,31.40,35.24,38.29,46.90,44.73,30.60
TALBOT,17.08,18.47,19.55,24.91,32.45,32.63,42.05,42.52,48.54,49.24,36.99
TALIAFERRO,21.84,16.05,30.12,20.00,27.03,43.68,39.20,39.45,55.75,48.68,38.54
TATTNALL,11.50,13.10,18.04,23.41,27.99,32.00,33.94,35.03,43.16,44.94,30.83
TAYLOR,15.59,14.40,19.74,28.49,30.53,33.63,34.54,35.80,41.83,45.41,32.74
TELFAIR,13.49,14.17,18.31,21.60,22.74,26.24,30.97,30.91,40.17,40.66,29.10
TERRELL,10.61,11.51,17.06,23.61,23.85,30.75,31.25,41.64,44.03,52.06,32.03
THOMAS,11.96,13.05,20.42,26.00,27.89,31.54,35.02,37.70,42.95,44.23,31.61
TIFT,13.87,14.25,21.72,25.12,27.40,33.25,37.21,42.26,44.75,46.54,32.15
TOOMBS,12.51,10.50,17.82,23.43,25.56,28.51,32.47,38.48,41.80,44.65,29.94
TOWNS,20.12,17.84,19.44,25.88,29.35,31.30,41.25,44.37,49.82,51.28,40.45
TREUTLEN,14.72,11.97,17.46,22.41,27.41,23.84,33.96,30.64,40.34,38.88,28.17
TROUP,13.75,13.83,20.01,25.18,29.32,35.20,39.26,41.34,48.03,49.47,33.29
TURNER,13.79,9.98,15.75,20.39,23.66,31.32,30.82,35.98,42.89,44.20,29.19
TWIGGS,14.50,14.76,17.40,23.17,28.50,32.31,31.72,38.65,49.92,46.75,33.06
UNION,20.55,18.29,22.43,28.61,33.37,38.22,42.66,46.24,53.02,53.66,43.74
UPSON,15.60,12.14,19.05,23.53,28.90,31.68,36.45,41.26,47.17,49.50,33.96
WALKER,15.04,13.14,18.33,21.91,26.05,29.63,33.38,38.86,43.08,39.84,30.00
WALTON,18.09,17.57,25.27,30.45,34.73,39.27,42.24,48.17,54.37,56.11,38.62
WARE,11.93,13.21,16.76,21.52,24.67,28.33,32.73,36.31,42.35,46.36,30.68
WARREN,15.62,12.30,13.25,25.90,31.44,34.40,30.97,38.31,45.69,44.68,32.31
WASHINGTON,15.37,13.77,24.19,28.80,33.10,36.39,37.77,42.83,49.17,46.29,35.05
WAYNE,13.60,11.64,18.18,21.17,28.06,32.96,37.29,42.67,48.56,50.87,33.38
WEBSTER,11.26,19.13,29.70,25.00,34.17,36.15,38.46,44.94,46.84,47.62,36.13
WHEELER,12.90,10.31,12.70,13.88,23.14,21.83,27.53,27.94,35.02,37.72,25.78
WHITE,23.02,15.79,22.63,29.94,33.58,38.37,42.47,46.84,53.00,58.18,42.10
WHITFIELD,18.08,15.38,20.47,25.53,28.94,32.61,38.15,42.42,48.87,50.04,33.82
WILCOX,13.97,13.32,23.99,26.89,25.44,29.65,36.41,37.05,41.87,46.02,32.29
WILKES,15.63,11.46,20.84,25.71,33.17,37.21,40.56,42.25,47.49,48.59,36.41
WILKINSON,17.08,18.02,25.30,30.36,33.96,32.72,40.56,44.64,54.12,51.04,37.68
WORTH,14.39,13.13,20.90,28.98,30.73,33.69,36.66,44.08,46.87,47.47,34.20
TOTAL,16.06,15.25,20.26,24.79,29.11,33.43,37.90,42.01,47.44,50.13,32.95
