COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,160.0,143.0,162.0,218.0,290.0,298.0,353.0,459.0,474.0,1219.0,3776.0
ATKINSON,63.00,43.00,51.00,67.00,74.00,109.0,124.0,134.0,155.0,383.0,1203.0
BACON,71.00,64.00,89.00,132.0,169.0,161.0,145.0,187.0,227.0,618.0,1863.0
BAKER,29.00,25.00,29.00,42.00,41.00,63.00,88.00,99.00,106.0,269.0,791.0
BALDWIN,466.0,340.0,406.0,442.0,490.0,594.0,849.0,1005.0,1053.0,2728.0,8373.0
BANKS,182.0,166.0,175.0,257.0,370.0,369.0,434.0,424.0,468.0,1222.0,4067.0
BARROW,598.0,708.0,949.0,1159.0,1263.0,1287.0,1366.0,1478.0,1418.0,3581.0,13807.0
BARTOW,1072.0,991.0,1234.0,1415.0,1757.0,2287.0,2511.0,2553.0,2364.0,5610.0,21794.0
BEN HILL,101.0,102.0,149.0,141.0,172.0,250.0,262.0,312.0,382.0,961.0,2832.0
BERRIEN,120.0,154.0,174.0,189.0,264.0,268.0,339.0,377.0,369.0,1085.0,3339.0
BIBB,1335.0,1433.0,1605.0,1831.0,2124.0,2422.0,3090.0,3676.0,3779.0,9866.0,31161.0
BLECKLEY,125.0,89.00,126.0,157.0,173.0,202.0,310.0,300.0,280.0,873.0,2635.0
BRANTLEY,82.00,92.00,143.0,163.0,213.0,259.0,282.0,310.0,304.0,823.0,2671.0
BROOKS,82.00,111.0,152.0,145.0,189.0,196.0,278.0,356.0,337.0,1022.0,2868.0
BRYAN,399.0,269.0,377.0,500.0,650.0,739.0,882.0,838.0,801.0,1643.0,7098.0
BULLOCH,971.0,648.0,722.0,751.0,810.0,925.0,1151.0,1135.0,1207.0,3114.0,11434.0
BURKE,157.0,179.0,230.0,271.0,314.0,398.0,464.0,551.0,588.0,1327.0,4479.0
BUTTS,178.0,155.0,244.0,285.0,341.0,443.0,580.0,568.0,647.0,1566.0,5007.0
CALHOUN,33.00,48.00,52.00,56.00,73.00,83.00,102.0,105.0,137.0,323.0,1012.0
CAMDEN,319.0,328.0,369.0,404.0,482.0,742.0,1012.0,1113.0,983.0,2644.0,8396.0
CANDLER,98.00,104.0,118.0,122.0,188.0,208.0,229.0,254.0,301.0,821.0,2443.0
CARROLL,1180.0,1106.0,1368.0,1552.0,1839.0,2142.0,2470.0,2591.0,2466.0,6517.0,23231.0
CATOOSA,594.0,543.0,705.0,938.0,1071.0,1276.0,1442.0,1347.0,1420.0,3968.0,13304.0
CHARLTON,73.00,77.00,61.00,61.00,91.00,135.0,181.0,214.0,193.0,566.0,1652.0
CHATHAM,2388.0,3133.0,3493.0,3668.0,3915.0,4477.0,5498.0,6267.0,6657.0,18998.0,58494.0
