COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,113.0,125.0,0.00,24.00,23.00,0.00,0.00,3.00,0.00,81.00,71.00,0.00,21.00,21.00,0.00,4397.0,3792.0,0.00,1217.0,915.0,10803.0
ATKINSON,2.00,30.00,27.00,0.00,5.00,7.00,0.00,3.00,0.00,1.00,106.0,88.00,0.00,0.00,2.00,0.00,1713.0,1459.0,1.00,530.0,398.0,4372.0
BACON,0.00,135.0,136.0,0.00,12.00,7.00,0.00,0.00,3.00,0.00,28.00,22.00,0.00,9.00,7.00,0.00,2517.0,2193.0,1.00,542.0,332.0,5944.0
BAKER,0.00,13.00,12.00,0.00,5.00,3.00,0.00,0.00,0.00,0.00,10.00,2.00,0.00,5.00,4.00,0.00,575.0,504.0,0.00,555.0,416.0,2104.0
BALDWIN,0.00,314.0,338.0,0.00,64.00,51.00,0.00,9.00,6.00,0.00,85.00,63.00,0.00,95.00,77.00,2.00,7046.0,6075.0,2.00,5835.0,3974.0,24036.0
BANKS,0.00,189.0,231.0,0.00,13.00,17.00,0.00,6.00,1.00,0.00,55.00,70.00,0.00,35.00,38.00,1.00,4663.0,4318.0,0.00,86.00,103.0,9826.0
BARROW,14.00,1622.0,1745.0,1.00,141.0,135.0,0.00,12.00,7.00,5.00,650.0,593.0,0.00,405.0,335.0,26.00,17101.0,14965.0,8.00,2675.0,1997.0,42437.0
BARTOW,9.00,2875.0,3023.0,0.00,178.0,170.0,0.00,22.00,21.00,0.00,573.0,585.0,1.00,151.0,146.0,8.00,25194.0,22665.0,1.00,3301.0,2526.0,61449.0
BEN HILL,1.00,101.0,89.00,0.00,14.00,10.00,0.00,1.00,0.00,0.00,66.00,48.00,0.00,19.00,16.00,0.00,3011.0,2572.0,0.00,2008.0,1259.0,9215.0
BERRIEN,1.00,187.0,193.0,0.00,16.00,26.00,0.00,6.00,3.00,0.00,56.00,40.00,0.00,10.00,16.00,2.00,4646.0,4087.0,0.00,623.0,462.0,10374.0
BIBB,13.00,1738.0,1833.0,0.00,357.0,280.0,0.00,28.00,26.00,3.00,363.0,251.0,1.00,394.0,397.0,7.00,22275.0,18643.0,5.00,28912.0,19586.0,95112.0
BLECKLEY,2.00,98.00,81.00,0.00,13.00,7.00,0.00,0.00,0.00,0.00,19.00,10.00,0.00,13.00,19.00,0.00,2732.0,2464.0,0.00,832.0,517.0,6807.0
BRANTLEY,0.00,166.0,209.0,0.00,15.00,14.00,0.00,3.00,3.00,0.00,23.00,15.00,0.00,6.00,3.00,1.00,4756.0,4237.0,0.00,165.0,112.0,9728.0
BROOKS,0.00,254.0,271.0,0.00,29.00,29.00,0.00,2.00,6.00,0.00,56.00,40.00,0.00,13.00,9.00,0.00,2961.0,2573.0,0.00,2094.0,1548.0,9885.0
BRYAN,8.00,1062.0,1089.0,0.00,135.0,88.00,0.00,14.00,13.00,1.00,283.0,223.0,0.00,148.0,100.0,2.00,9410.0,8224.0,2.00,1841.0,1373.0,24016.0
BULLOCH,2.00,1515.0,1558.0,0.00,150.0,128.0,0.00,7.00,3.00,1.00,167.0,160.0,0.00,112.0,118.0,7.00,13471.0,12329.0,1.00,6026.0,4338.0,40093.0
BURKE,1.00,265.0,311.0,0.00,33.00,22.00,0.00,3.00,6.00,0.00,36.00,39.00,0.00,23.00,14.00,0.00,3515.0,3269.0,0.00,4016.0,2866.0,14419.0
BUTTS,1.00,537.0,570.0,0.00,40.00,49.00,0.00,3.00,4.00,0.00,49.00,45.00,0.00,22.00,9.00,2.00,4921.0,4443.0,2.00,1763.0,1366.0,13826.0
CALHOUN,0.00,10.00,21.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,6.00,9.00,0.00,9.00,6.00,0.00,615.0,544.0,0.00,1021.0,721.0,2964.0
CAMDEN,3.00,2613.0,2463.0,0.00,242.0,165.0,0.00,14.00,14.00,0.00,350.0,260.0,0.00,182.0,98.00,3.00,11334.0,9453.0,0.00,3290.0,2408.0,32892.0
CANDLER,1.00,148.0,173.0,0.00,9.00,12.00,0.00,0.00,0.00,0.00,63.00,42.00,0.00,10.00,8.00,2.00,2016.0,1721.0,0.00,731.0,549.0,5485.0
CARROLL,22.00,2978.0,2977.0,2.00,314.0,246.0,0.00,19.00,11.00,0.00,443.0,417.0,0.00,167.0,137.0,11.00,25493.0,22305.0,5.00,6588.0,4764.0,66899.0
CATOOSA,6.00,2076.0,1988.0,0.00,110.0,101.0,0.00,8.00,10.00,0.00,166.0,125.0,0.00,123.0,111.0,18.00,19848.0,16583.0,1.00,437.0,358.0,42069.0
CHARLTON,0.00,267.0,324.0,0.00,19.00,6.00,0.00,1.00,4.00,0.00,10.00,4.00,0.00,6.00,15.00,1.00,2159.0,1890.0,0.00,751.0,551.0,6008.0
CHATHAM,94.00,5807.0,5687.0,1.00,1126.0,830.0,0.00,58.00,69.00,3.00,1707.0,1369.0,3.00,974.0,877.0,16.00,50941.0,44118.0,14.00,38936.0,28066.0,180696.0
CHATTAHOOCHEE,0.00,128.0,164.0,0.00,33.00,39.00,0.00,2.00,0.00,0.00,94.00,108.0,0.00,35.00,26.00,0.00,1179.0,1095.0,0.00,599.0,469.0,3971.0
CHATTOOGA,0.00,462.0,457.0,0.00,22.00,27.00,0.00,2.00,2.00,0.00,30.00,55.00,0.00,19.00,16.00,1.00,6057.0,5089.0,0.00,569.0,444.0,13252.0
CHEROKEE,20.00,6144.0,6461.0,2.00,789.0,722.0,0.00,47.00,46.00,0.00,2242.0,1884.0,0.00,869.0,650.0,16.00,66791.0,59858.0,1.00,4550.0,3540.0,154632.0
CLARKE,55.00,4145.0,4159.0,2.00,485.0,403.0,0.00,13.00,11.00,3.00,838.0,695.0,1.00,635.0,526.0,37.00,21586.0,19157.0,9.00,10739.0,7029.0,70528.0
CLAY,0.00,11.00,15.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,2.00,2.00,0.00,403.0,368.0,0.00,650.0,391.0,1849.0
CLAYTON,45.00,7300.0,6698.0,5.00,1226.0,870.0,0.00,42.00,36.00,4.00,2118.0,1810.0,16.00,1806.0,1871.0,3.00,11632.0,9737.0,44.00,66293.0,46895.0,158451.0
CLINCH,0.00,91.00,129.0,0.00,6.00,3.00,0.00,0.00,0.00,0.00,8.00,5.00,0.00,6.00,3.00,0.00,1426.0,1240.0,2.00,694.0,460.0,4073.0
COBB,239.0,15554.0,15768.0,29.00,4747.0,3663.0,0.00,240.0,208.0,27.00,9030.0,7187.0,17.00,6078.0,5340.0,177.0,151234.0,136263.0,110.0,71818.0,50201.0,477930.0
COFFEE,5.00,147.0,158.0,0.00,56.00,57.00,0.00,10.00,5.00,0.00,251.0,259.0,0.00,58.00,45.00,0.00,8165.0,7017.0,2.00,3674.0,2639.0,22548.0
COLQUITT,10.00,472.0,482.0,0.00,68.00,47.00,0.00,4.00,5.00,0.00,320.0,300.0,0.00,44.00,42.00,3.00,8296.0,7062.0,0.00,3097.0,2274.0,22526.0
COLUMBIA,37.00,4592.0,4628.0,2.00,695.0,537.0,0.00,44.00,34.00,1.00,1016.0,799.0,6.00,1187.0,952.0,32.00,35610.0,31672.0,12.00,7555.0,5847.0,95258.0
COOK,0.00,121.0,178.0,0.00,24.00,19.00,0.00,2.00,2.00,0.00,61.00,42.00,0.00,19.00,19.00,0.00,3326.0,2904.0,0.00,1504.0,1005.0,9226.0
COWETA,30.00,4128.0,3935.0,2.00,323.0,303.0,0.00,7.00,12.00,5.00,970.0,772.0,0.00,417.0,292.0,40.00,33991.0,30440.0,13.00,7949.0,5594.0,89223.0
CRAWFORD,0.00,110.0,172.0,0.00,11.00,17.00,0.00,0.00,3.00,0.00,18.00,18.00,0.00,8.00,6.00,0.00,2864.0,2652.0,1.00,924.0,711.0,7515.0
CRISP,3.00,106.0,109.0,0.00,15.00,24.00,0.00,1.00,2.00,0.00,36.00,29.00,0.00,38.00,33.00,0.00,3650.0,3046.0,1.00,3125.0,2049.0,12267.0
DADE,0.00,402.0,421.0,0.00,14.00,14.00,0.00,3.00,2.00,1.00,30.00,23.00,0.00,18.00,16.00,1.00,5013.0,4536.0,0.00,30.00,27.00,10551.0
DAWSON,6.00,413.0,459.0,0.00,21.00,31.00,0.00,3.00,5.00,0.00,73.00,66.00,0.00,38.00,20.00,2.00,7497.0,6850.0,0.00,25.00,39.00,15548.0
DECATUR,7.00,227.0,298.0,0.00,41.00,32.00,0.00,5.00,1.00,0.00,87.00,81.00,0.00,32.00,20.00,0.00,5112.0,4307.0,3.00,3773.0,2458.0,16484.0
DEKALB,39.00,20823.0,20692.0,1.00,4194.0,3093.0,1.00,204.0,166.0,1.00,4329.0,3492.0,1.00,5327.0,4790.0,13.00,86104.0,75639.0,9.00,149945.0,108784.0,487647.0
DODGE,0.00,150.0,150.0,0.00,13.00,11.00,0.00,4.00,2.00,0.00,25.00,21.00,0.00,17.00,9.00,2.00,4032.0,3663.0,0.00,1666.0,1096.0,10861.0
DOOLY,0.00,69.00,68.00,0.00,11.00,11.00,0.00,1.00,0.00,0.00,43.00,34.00,0.00,13.00,13.00,0.00,1491.0,1354.0,0.00,1763.0,1224.0,6095.0
DOUGHERTY,16.00,920.0,955.0,0.00,167.0,148.0,0.00,12.00,9.00,2.00,198.0,154.0,0.00,137.0,123.0,1.00,9803.0,8229.0,11.00,22628.0,15371.0,58884.0
