COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,20.35,15.20,0.00,16.67,4.350,0.00,0.00,0.00,0.00,19.75,9.860,0.00,14.29,14.29,0.00,38.44,40.98,0.00,23.17,19.02,34.95
ATKINSON,0.00,13.33,22.22,0.00,20.00,14.29,0.00,33.33,0.00,0.00,9.430,4.550,0.00,0.00,50.00,0.00,29.31,33.79,0.00,22.83,14.82,27.52
BACON,0.00,18.52,22.06,0.00,0.00,0.00,0.00,0.00,33.33,0.00,25.00,9.090,0.00,11.11,14.29,0.00,35.24,38.12,0.00,9.230,6.930,31.34
BAKER,0.00,46.15,16.67,0.00,20.00,33.33,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,40.52,47.62,0.00,35.14,26.68,37.60
BALDWIN,0.00,27.07,16.86,0.00,12.50,21.57,0.00,11.11,16.67,0.00,20.00,25.40,0.00,22.11,20.78,50.00,38.79,42.02,50.00,32.08,24.66,34.84
BANKS,0.00,29.63,22.08,0.00,46.15,29.41,0.00,0.00,100.0,0.00,12.73,8.570,0.00,2.860,7.890,0.00,41.65,45.21,0.00,20.93,18.45,41.39
BARROW,42.86,22.50,19.54,0.00,22.70,14.81,0.00,16.67,14.29,40.00,20.62,14.67,0.00,10.86,8.060,30.77,35.96,36.93,12.50,26.06,18.23,32.54
BARTOW,22.22,23.20,21.27,0.00,21.91,19.41,0.00,9.090,19.05,0.00,18.67,14.87,0.00,15.23,7.530,37.50,38.31,40.55,0.00,25.78,19.00,35.47
BEN HILL,0.00,23.76,12.36,0.00,35.71,10.00,0.00,0.00,0.00,0.00,7.580,6.250,0.00,15.79,0.00,0.00,34.01,37.29,0.00,27.79,18.98,30.73
BERRIEN,0.00,17.65,16.06,0.00,12.50,11.54,0.00,0.00,33.33,0.00,14.29,5.000,0.00,10.00,0.00,0.00,32.50,37.12,0.00,23.60,18.18,32.19
BIBB,30.77,19.79,16.53,0.00,19.05,17.14,0.00,3.570,19.23,0.00,20.39,15.94,0.00,12.44,14.36,28.57,41.88,43.05,0.00,29.66,21.64,32.76
BLECKLEY,0.00,26.53,14.81,0.00,46.15,14.29,0.00,0.00,0.00,0.00,26.32,10.00,0.00,15.38,15.79,0.00,41.29,45.58,0.00,27.64,18.96,38.71
