COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,23.00,19.00,0.00,4.000,1.000,0.00,0.00,0.00,0.00,16.00,7.000,0.00,3.000,3.000,0.00,1690.0,1554.0,0.00,282.0,174.0,3776.0
ATKINSON,0.00,4.000,6.000,0.00,1.000,1.000,0.00,1.000,0.00,0.00,10.00,4.000,0.00,0.00,1.000,0.00,502.0,493.0,0.00,121.0,59.00,1203.0
BACON,0.00,25.00,30.00,0.00,0.00,0.00,0.00,0.00,1.000,0.00,7.000,2.000,0.00,1.000,1.000,0.00,887.0,836.0,0.00,50.00,23.00,1863.0
BAKER,0.00,6.000,2.000,0.00,1.000,1.000,0.00,0.00,0.00,0.00,2.000,0.00,0.00,0.00,0.00,0.00,233.0,240.0,0.00,195.0,111.0,791.0
BALDWIN,0.00,85.00,57.00,0.00,8.000,11.00,0.00,1.000,1.000,0.00,17.00,16.00,0.00,21.00,16.00,1.000,2733.0,2553.0,1.000,1872.0,980.0,8373.0
BANKS,0.00,56.00,51.00,0.00,6.000,5.000,0.00,0.00,1.000,0.00,7.000,6.000,0.00,1.000,3.000,0.00,1942.0,1952.0,0.00,18.00,19.00,4067.0
BARROW,6.000,365.0,341.0,0.00,32.00,20.00,0.00,2.000,1.000,2.000,134.0,87.00,0.00,44.00,27.00,8.000,6149.0,5527.0,1.000,697.0,364.0,13807.0
BARTOW,2.000,667.0,643.0,0.00,39.00,33.00,0.00,2.000,4.000,0.00,107.0,87.00,0.00,23.00,11.00,3.000,9652.0,9190.0,0.00,851.0,480.0,21794.0
BEN HILL,0.00,24.00,11.00,0.00,5.000,1.000,0.00,0.00,0.00,0.00,5.000,3.000,0.00,3.000,0.00,0.00,1024.0,959.0,0.00,558.0,239.0,2832.0
BERRIEN,0.00,33.00,31.00,0.00,2.000,3.000,0.00,0.00,1.000,0.00,8.000,2.000,0.00,1.000,0.00,0.00,1510.0,1517.0,0.00,147.0,84.00,3339.0
BIBB,4.000,344.0,303.0,0.00,68.00,48.00,0.00,1.000,5.000,0.00,74.00,40.00,0.00,49.00,57.00,2.000,9328.0,8025.0,0.00,8575.0,4238.0,31161.0
BLECKLEY,0.00,26.00,12.00,0.00,6.000,1.000,0.00,0.00,0.00,0.00,5.000,1.000,0.00,2.000,3.000,0.00,1128.0,1123.0,0.00,230.0,98.00,2635.0
BRANTLEY,0.00,17.00,24.00,0.00,0.00,0.00,0.00,0.00,1.000,0.00,1.000,1.000,0.00,2.000,2.000,0.00,1281.0,1285.0,0.00,39.00,18.00,2671.0
BROOKS,0.00,58.00,57.00,0.00,3.000,8.000,0.00,0.00,2.000,0.00,11.00,7.000,0.00,4.000,1.000,0.00,1066.0,956.0,0.00,475.0,220.0,2868.0
BRYAN,3.000,240.0,216.0,0.00,26.00,10.00,0.00,5.000,1.000,0.00,41.00,39.00,0.00,16.00,13.00,0.00,3031.0,2781.0,0.00,408.0,268.0,7098.0
BULLOCH,1.000,304.0,286.0,0.00,30.00,21.00,0.00,1.000,1.000,1.000,33.00,27.00,0.00,21.00,17.00,3.000,4764.0,4349.0,0.00,1013.0,562.0,11434.0
BURKE,1.000,50.00,34.00,0.00,6.000,3.000,0.00,1.000,1.000,0.00,7.000,9.000,0.00,5.000,3.000,0.00,1323.0,1326.0,0.00,1123.0,587.0,4479.0
BUTTS,1.000,173.0,126.0,0.00,7.000,5.000,0.00,1.000,1.000,0.00,14.00,14.00,0.00,8.000,0.00,0.00,1933.0,1885.0,0.00,547.0,292.0,5007.0
CALHOUN,0.00,2.000,5.000,0.00,2.000,0.00,0.00,0.00,0.00,0.00,2.000,1.000,0.00,0.00,1.000,0.00,250.0,230.0,0.00,337.0,182.0,1012.0
CAMDEN,2.000,472.0,465.0,0.00,31.00,20.00,0.00,1.000,2.000,0.00,36.00,34.00,0.00,27.00,14.00,1.000,3206.0,3040.0,0.00,645.0,400.0,8396.0
CANDLER,0.00,30.00,41.00,0.00,1.000,0.00,0.00,0.00,0.00,0.00,11.00,9.000,0.00,5.000,2.000,1.000,1029.0,954.0,0.00,217.0,143.0,2443.0
CARROLL,2.000,720.0,684.0,0.00,73.00,47.00,0.00,2.000,3.000,0.00,86.00,79.00,0.00,24.00,14.00,4.000,9998.0,9149.0,1.000,1517.0,828.0,23231.0
CATOOSA,2.000,480.0,459.0,0.00,14.00,15.00,0.00,3.000,1.000,0.00,29.00,19.00,0.00,14.00,17.00,4.000,6328.0,5775.0,0.00,93.00,51.00,13304.0
CHARLTON,0.00,60.00,65.00,0.00,5.000,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.000,4.000,0.00,656.0,629.0,0.00,140.0,90.00,1652.0
CHATHAM,25.00,1181.0,1082.0,1.000,200.0,144.0,0.00,14.00,6.000,0.00,258.0,205.0,0.00,159.0,126.0,8.000,19746.0,17359.0,2.000,11957.0,6021.0,58494.0
CHATTAHOOCHEE,0.00,13.00,14.00,0.00,3.000,0.00,0.00,0.00,0.00,0.00,0.00,1.000,0.00,0.00,0.00,0.00,185.0,172.0,0.00,103.0,55.00,546.0
CHATTOOGA,0.00,89.00,70.00,0.00,0.00,3.000,0.00,0.00,0.00,0.00,0.00,8.000,0.00,4.000,1.000,0.00,1834.0,1907.0,0.00,146.0,84.00,4146.0
